"term","frequency","density","occurrence"
"minimized",2,6.17485967631386e-06,8e-04
"narrows",2,6.17485967631386e-06,4e-04
"negating",1,3.08742983815693e-06,4e-04
"neglecting",2,6.17485967631386e-06,4e-04
"novices",1,3.08742983815693e-06,4e-04
"oriental",1,3.08742983815693e-06,4e-04
"overdesign",1,3.08742983815693e-06,4e-04
"pedagogy",1,3.08742983815693e-06,4e-04
"practicality",1,3.08742983815693e-06,4e-04
"preceding",2,6.17485967631386e-06,8e-04
"profligate",1,3.08742983815693e-06,4e-04
"pumps",2,6.17485967631386e-06,8e-04
"quantified",2,6.17485967631386e-06,4e-04
"recede",1,3.08742983815693e-06,4e-04
"reflected",1,3.08742983815693e-06,4e-04
"residual",1,3.08742983815693e-06,4e-04
"restrict",7,2.16120088670985e-05,0.0028
"restricting",2,6.17485967631386e-06,8e-04
"revise",1,3.08742983815693e-06,4e-04
"rinehart",1,3.08742983815693e-06,4e-04
"river",4,1.23497193526277e-05,8e-04
"runtime",6,1.85245790289416e-05,0.002
"simplified",4,1.23497193526277e-05,0.0016
"snorts",1,3.08742983815693e-06,4e-04
"sparing",1,3.08742983815693e-06,4e-04
"standardized",4,1.23497193526277e-05,0.0016
"superficial",1,3.08742983815693e-06,4e-04
"sweatshop",1,3.08742983815693e-06,4e-04
"symbolic",1,3.08742983815693e-06,4e-04
"symbolize",1,3.08742983815693e-06,4e-04
"symbolizes",3,9.26228951447078e-06,4e-04
"tacoma",2,6.17485967631386e-06,4e-04
"tennessee",1,3.08742983815693e-06,4e-04
"theoretic",1,3.08742983815693e-06,4e-04
"unanticipated",1,3.08742983815693e-06,4e-04
"unbalanced",3,9.26228951447078e-06,4e-04
"uncritically",1,3.08742983815693e-06,4e-04
"underdetermined",1,3.08742983815693e-06,4e-04
"uneconomical",2,6.17485967631386e-06,8e-04
"unforeseen",1,3.08742983815693e-06,4e-04
"unpredictable",3,9.26228951447078e-06,8e-04
"unwarranted",1,3.08742983815693e-06,4e-04
"uot",1,3.08742983815693e-06,4e-04
"utilization",1,3.08742983815693e-06,4e-04
"utk",2,6.17485967631386e-06,4e-04
"vibrated",1,3.08742983815693e-06,4e-04
"virtuoso",1,3.08742983815693e-06,4e-04
"winston",1,3.08742983815693e-06,4e-04
"worthwhile",6,1.85245790289416e-05,0.002
"archi",4,1.23497193526277e-05,0.0016
"brickbats",10,3.08742983815693e-05,0.0028
"censeo",4,1.23497193526277e-05,0.0016
"dalal",4,1.23497193526277e-05,0.0016
"delendam",4,1.23497193526277e-05,0.0016
"esse",4,1.23497193526277e-05,0.0016
"fore",4,1.23497193526277e-05,0.0016
"foreignbureaus",4,1.23497193526277e-05,0.0016
"hijacking",4,1.23497193526277e-05,0.0016
"mughrabi",8,2.46994387052554e-05,0.0016
"palestininem",4,1.23497193526277e-05,0.0016
"participated",4,1.23497193526277e-05,0.0016
"photographer",6,1.85245790289416e-05,0.002
"praeterea",4,1.23497193526277e-05,0.0016
"renovate",4,1.23497193526277e-05,0.0016
"ruban",4,1.23497193526277e-05,0.0016
"viewforeignbureaus",4,1.23497193526277e-05,0.0016
"frailties",3,9.26228951447078e-06,0.0012
"gloating",7,2.16120088670985e-05,0.002
"inconsistencies",3,9.26228951447078e-06,0.0012
"mishaps",3,9.26228951447078e-06,0.0012
"servants",7,2.16120088670985e-05,0.002
"underrated",3,9.26228951447078e-06,0.0012
"ammo",1,3.08742983815693e-06,4e-04
"bushism",1,3.08742983815693e-06,4e-04
"cutter",5,1.54371491907846e-05,0.002
"effectual",1,3.08742983815693e-06,4e-04
"harmless",4,1.23497193526277e-05,0.0016
"heston",1,3.08742983815693e-06,4e-04
"plinking",1,3.08742983815693e-06,4e-04
"remodeling",5,1.54371491907846e-05,0.002
"rename",1,3.08742983815693e-06,4e-04
"scopes",1,3.08742983815693e-06,4e-04
"shootings",2,6.17485967631386e-06,8e-04
"suburbs",1,3.08742983815693e-06,4e-04
"taxpayers",5,1.54371491907846e-05,0.002
"thumbing",1,3.08742983815693e-06,4e-04
"occupants",1,3.08742983815693e-06,4e-04
"renamed",6,1.85245790289416e-05,0.0024
"bombers",1,3.08742983815693e-06,4e-04
"clotting",1,3.08742983815693e-06,4e-04
"dip",1,3.08742983815693e-06,4e-04
"expulsion",1,3.08742983815693e-06,4e-04
"homicide",2,6.17485967631386e-06,4e-04
"postal",1,3.08742983815693e-06,4e-04
"rejoicing",1,3.08742983815693e-06,4e-04
"shrapnel",1,3.08742983815693e-06,4e-04
"folly",5,1.54371491907846e-05,8e-04
"gee",3,9.26228951447078e-06,0.0012
"greed",3,9.26228951447078e-06,0.0012
"instructive",2,6.17485967631386e-06,8e-04
"leans",2,6.17485967631386e-06,8e-04
"proves",2,6.17485967631386e-06,8e-04
"ridicule",3,9.26228951447078e-06,0.0012
"truckload",2,6.17485967631386e-06,4e-04
"typify",1,3.08742983815693e-06,4e-04
"unmarked",2,6.17485967631386e-06,8e-04
"billing",1,3.08742983815693e-06,4e-04
"conversations",4,1.23497193526277e-05,0.0016
"drum",1,3.08742983815693e-06,4e-04
"fsck",2,6.17485967631386e-06,8e-04
"naseum",1,3.08742983815693e-06,4e-04
"pacbell",1,3.08742983815693e-06,4e-04
"perplexed",2,6.17485967631386e-06,8e-04
"somthing",1,3.08742983815693e-06,4e-04
"therapist",1,3.08742983815693e-06,4e-04
"yell",1,3.08742983815693e-06,4e-04
"alltogther",1,3.08742983815693e-06,4e-04
"cashed",1,3.08742983815693e-06,4e-04
"techinaly",1,3.08742983815693e-06,4e-04
"asleep",4,1.23497193526277e-05,0.0012
"decss",4,1.23497193526277e-05,0.0012
"insanity",1,3.08742983815693e-06,4e-04
"nefarious",1,3.08742983815693e-06,4e-04
"relaly",1,3.08742983815693e-06,4e-04
"tid",9,2.77868685434123e-05,0.0036
"verboten",1,3.08742983815693e-06,4e-04
"confederation",2,6.17485967631386e-06,8e-04
"emulate",2,6.17485967631386e-06,8e-04
"rebellions",2,6.17485967631386e-06,8e-04
"referendums",2,6.17485967631386e-06,8e-04
"yelling",1,3.08742983815693e-06,4e-04
"bicostal",2,6.17485967631386e-06,8e-04
"copulation",2,6.17485967631386e-06,8e-04
"moshpiting",2,6.17485967631386e-06,8e-04
"newscientist",3,9.26228951447078e-06,0.0012
"newsest",2,6.17485967631386e-06,8e-04
"slashyrot",2,6.17485967631386e-06,8e-04
"tunes",2,6.17485967631386e-06,8e-04
"adopter",1,3.08742983815693e-06,4e-04
"exchanging",1,3.08742983815693e-06,4e-04
"affective",1,3.08742983815693e-06,4e-04
"christ",2,6.17485967631386e-06,8e-04
"overcharging",1,3.08742983815693e-06,4e-04
"refunds",2,6.17485967631386e-06,8e-04
"surcharges",1,3.08742983815693e-06,4e-04
"alberta",13,4.01365878960401e-05,8e-04
"albertans",2,6.17485967631386e-06,4e-04
"calgary",1,3.08742983815693e-06,4e-04
"obscenities",1,3.08742983815693e-06,4e-04
"ottawa",4,1.23497193526277e-05,8e-04
"populated",1,3.08742983815693e-06,4e-04
"powerhouse",5,1.54371491907846e-05,0.002
"sentiment",1,3.08742983815693e-06,4e-04
"separating",3,9.26228951447078e-06,0.0012
"sparsely",1,3.08742983815693e-06,4e-04
"token",10,3.08742983815693e-05,0.002
"unapologetically",1,3.08742983815693e-06,4e-04
"unfamiliarity",1,3.08742983815693e-06,4e-04
"unhappy",1,3.08742983815693e-06,4e-04
"beholder",1,3.08742983815693e-06,4e-04
"receivers",2,6.17485967631386e-06,8e-04
"slamming",1,3.08742983815693e-06,4e-04
"todays",3,9.26228951447078e-06,8e-04
"braudel",2,6.17485967631386e-06,4e-04
"collateral",3,9.26228951447078e-06,0.0012
"extralegal",1,3.08742983815693e-06,4e-04
"fernand",1,3.08742983815693e-06,4e-04
"gamarra",1,3.08742983815693e-06,4e-04
"historian",2,6.17485967631386e-06,8e-04
"informal",1,3.08742983815693e-06,4e-04
"intrigued",1,3.08742983815693e-06,4e-04
"lorenzo",1,3.08742983815693e-06,4e-04
"magnificent",2,6.17485967631386e-06,4e-04
"paradoxial",1,3.08742983815693e-06,4e-04
"participate",3,9.26228951447078e-06,0.0012
"segregate",1,3.08742983815693e-06,4e-04
"splendors",1,3.08742983815693e-06,4e-04
"teasingly",1,3.08742983815693e-06,4e-04
"bubbau",1,3.08742983815693e-06,4e-04
"lablemongers",1,3.08742983815693e-06,4e-04
"slips",2,6.17485967631386e-06,8e-04
"utters",1,3.08742983815693e-06,4e-04
"envision",2,6.17485967631386e-06,8e-04
"greenberg",1,3.08742983815693e-06,4e-04
"ois",4,1.23497193526277e-05,0.0016
"pittsburg",4,1.23497193526277e-05,0.0016
"pittstate",4,1.23497193526277e-05,0.0016
"ssr",4,1.23497193526277e-05,0.0016
"verisign",2,6.17485967631386e-06,4e-04
"bonded",3,9.26228951447078e-06,0.0012
"bruno",3,9.26228951447078e-06,0.0012
"cline",6,1.85245790289416e-05,0.002
"eweek",3,9.26228951447078e-06,8e-04
"indicator",6,1.85245790289416e-05,0.002
"ironport",3,9.26228951447078e-06,0.0012
"snippets",2,6.17485967631386e-06,8e-04
"trademarked",1,3.08742983815693e-06,4e-04
"juno",1,3.08742983815693e-06,4e-04
"corpus",71,0.000219207518509142,0.016
"cruisercustomizing",1,3.08742983815693e-06,4e-04
"educator",2,6.17485967631386e-06,8e-04
"mall",1,3.08742983815693e-06,4e-04
"nonspamtrap",5,1.54371491907846e-05,0.0012
"solicited",2,6.17485967631386e-06,8e-04
"archivedir",2,6.17485967631386e-06,4e-04
"carboncopy",1,3.08742983815693e-06,4e-04
"culpability",1,3.08742983815693e-06,4e-04
"datedir",2,6.17485967631386e-06,4e-04
"evils",1,3.08742983815693e-06,4e-04
"forwards",5,1.54371491907846e-05,0.002
"gilmanhunt",1,3.08742983815693e-06,4e-04
"hotp",1,3.08742983815693e-06,4e-04
"immaterial",1,3.08742983815693e-06,4e-04
"inbound",7,2.16120088670985e-05,8e-04
"instructed",1,3.08742983815693e-06,4e-04
"logabstract",1,3.08742983815693e-06,4e-04
"logfile",3,9.26228951447078e-06,0.0012
"logging",7,2.16120088670985e-05,0.0024
"mkdir",2,6.17485967631386e-06,8e-04
"procmailrc",35,0.000108060044335492,0.0072
"redirect",2,6.17485967631386e-06,8e-04
"saveat",1,3.08742983815693e-06,4e-04
"spamc",70,0.000216120088670985,0.0088
"spams",64,0.000197595509642043,0.0092
"spermfun",2,6.17485967631386e-06,4e-04
"succinctly",1,3.08742983815693e-06,4e-04
"tld",1,3.08742983815693e-06,4e-04
"verbose",4,1.23497193526277e-05,0.0016
"aggressively",3,9.26228951447078e-06,0.0012
"karsten",1,3.08742983815693e-06,4e-04
"peaked",1,3.08742983815693e-06,4e-04
"receipts",1,3.08742983815693e-06,4e-04
"nonspam",29,8.95354653065509e-05,0.0056
"resubmit",1,3.08742983815693e-06,4e-04
"timestamp",2,6.17485967631386e-06,8e-04
"honed",1,3.08742983815693e-06,4e-04
"malte",13,4.01365878960401e-05,0.004
"negatives",7,2.16120088670985e-05,0.0028
"stretz",6,1.85245790289416e-05,0.0024
"ummm",1,3.08742983815693e-06,4e-04
"checkuser",1,3.08742983815693e-06,4e-04
"implements",2,6.17485967631386e-06,8e-04
"accelerator",9,2.77868685434123e-05,0.0012
"acquainted",3,9.26228951447078e-06,0.0012
"acuitive",6,1.85245790289416e-05,0.0012
"adverse",3,9.26228951447078e-06,0.0012
"akam",3,9.26228951447078e-06,0.0012
"argon",9,2.77868685434123e-05,0.0012
"assisting",3,9.26228951447078e-06,0.0012
"authored",4,1.23497193526277e-05,0.0016
"balancer",3,9.26228951447078e-06,0.0012
"balancers",3,9.26228951447078e-06,0.0012
"balancing",9,2.77868685434123e-05,0.0036
"baset",3,9.26228951447078e-06,0.0012
"bea",3,9.26228951447078e-06,0.0012
"bentley",3,9.26228951447078e-06,0.0012
"bottleneck",3,9.26228951447078e-06,0.0012
"breakthrough",3,9.26228951447078e-06,0.0012
"burnham",6,1.85245790289416e-05,0.0012
"burr",3,9.26228951447078e-06,0.0012
"by scott",4,1.23497193526277e-05,0.0016
"caliper",3,9.26228951447078e-06,0.0012
"capitals",3,9.26228951447078e-06,0.0012
"catalyst",3,9.26228951447078e-06,0.0012
"ceos",3,9.26228951447078e-06,0.0012
"chasing",4,1.23497193526277e-05,0.0016
"checkpoint",8,2.46994387052554e-05,0.0032
"chichakly",3,9.26228951447078e-06,0.0012
"codex",3,9.26228951447078e-06,0.0012
"companydna",3,9.26228951447078e-06,0.0012
"companys",3,9.26228951447078e-06,0.0012
"complemented",3,9.26228951447078e-06,0.0012
"concentric",4,1.23497193526277e-05,0.0016
"consecutive",8,2.46994387052554e-05,0.0024
"consulted",3,9.26228951447078e-06,0.0012
"datapower",123,0.000379753870093302,0.0024
"datapowers",3,9.26228951447078e-06,0.0012
"datapowers",21,6.48360266012955e-05,0.0012
"denial",3,9.26228951447078e-06,0.0012
"dgxt",3,9.26228951447078e-06,0.0012
"doubleclick",3,9.26228951447078e-06,0.0012
"dover",4,1.23497193526277e-05,0.0016
"edgesuite",3,9.26228951447078e-06,0.0012
"engagements",3,9.26228951447078e-06,0.0012
"eugene",28,8.6448035468394e-05,0.0032
"fagnan",6,1.85245790289416e-05,0.0012
"fddi",3,9.26228951447078e-06,0.0012
"flagship",4,1.23497193526277e-05,0.0016
"flavors",3,9.26228951447078e-06,0.0012
"foresaw",3,9.26228951447078e-06,0.0012
"formative",4,1.23497193526277e-05,0.0016
"ftam",3,9.26228951447078e-06,0.0012
"granular",3,9.26228951447078e-06,0.0012
"healthcare",3,9.26228951447078e-06,0.0012
"homegrown",3,9.26228951447078e-06,0.0012
"ietf",3,9.26228951447078e-06,0.0012
"illumina",3,9.26228951447078e-06,0.0012
"inadequate",3,9.26228951447078e-06,0.0012
"industrys",4,1.23497193526277e-05,0.0016
"infolibria",3,9.26228951447078e-06,0.0012
"informatics",3,9.26228951447078e-06,0.0012
"inspect",8,2.46994387052554e-05,0.002
"inspected",3,9.26228951447078e-06,0.0012
"ipo",3,9.26228951447078e-06,0.0012
"irtf",3,9.26228951447078e-06,0.0012
"javaone",3,9.26228951447078e-06,0.0012
"javapro",3,9.26228951447078e-06,0.0012
"jit",3,9.26228951447078e-06,0.0012
"journalism",3,9.26228951447078e-06,0.0012
"juniper",6,1.85245790289416e-05,0.0012
"kassabgi",9,2.77868685434123e-05,0.0012
"kieran",12,3.70491580578831e-05,0.0012
"kuznetsov",27,8.33606056302371e-05,0.0012
"laboratories",3,9.26228951447078e-06,0.0012
"laurance",3,9.26228951447078e-06,0.0012
"leveraging",3,9.26228951447078e-06,0.0012
"macintosh",6,1.85245790289416e-05,0.002
"manageability",3,9.26228951447078e-06,0.0012
"markup",7,2.16120088670985e-05,0.0024
"mcgraw",3,9.26228951447078e-06,0.0012
"metrix",3,9.26228951447078e-06,0.0012
"mobius",30,9.26228951447078e-05,0.0012
"netedge",3,9.26228951447078e-06,0.0012
"networking devices",3,9.26228951447078e-06,0.0012
"niku",3,9.26228951447078e-06,0.0012
"northeastern",3,9.26228951447078e-06,0.0012
"offload",4,1.23497193526277e-05,0.0012
"osi",4,1.23497193526277e-05,0.0016
"oversaw",3,9.26228951447078e-06,0.0012
"paramount",4,1.23497193526277e-05,0.0016
"peruse",4,1.23497193526277e-05,0.0016
"pioneer",9,2.77868685434123e-05,0.0012
"pioneers",4,1.23497193526277e-05,0.0016
"pnni",3,9.26228951447078e-06,0.0012
"positioned",3,9.26228951447078e-06,0.0012
"proteon",3,9.26228951447078e-06,0.0012
"publications",5,1.54371491907846e-05,0.002
"rated",5,1.54371491907846e-05,0.002
"ridge",3,9.26228951447078e-06,0.0012
"rockefeller",6,1.85245790289416e-05,0.0012
"sarvega",8,2.46994387052554e-05,0.0016
"secures",3,9.26228951447078e-06,0.0012
"seedcp",3,9.26228951447078e-06,0.0012
"serversbreaking",3,9.26228951447078e-06,0.0012
"shafer",4,1.23497193526277e-05,0.0016
"siemens",6,1.85245790289416e-05,0.0012
"smartobject",3,9.26228951447078e-06,0.0012
"softbank",6,1.85245790289416e-05,0.0012
"southeastern",3,9.26228951447078e-06,0.0012
"spans",7,2.16120088670985e-05,0.0016
"spearhead",3,9.26228951447078e-06,0.0012
"spearheaded",3,9.26228951447078e-06,0.0012
"subjects",4,1.23497193526277e-05,0.0016
"subsequently",9,2.77868685434123e-05,0.0024
"switches",7,2.16120088670985e-05,0.0016
"sycamore",6,1.85245790289416e-05,0.0012
"synoptics",3,9.26228951447078e-06,0.0012
"tao",16,4.93988774105108e-05,0.0016
"tarari",7,2.16120088670985e-05,0.0016
"taxing",4,1.23497193526277e-05,0.0016
"taylor",21,6.48360266012955e-05,0.0012
"telechoice",3,9.26228951447078e-06,0.0012
"texts",5,1.54371491907846e-05,0.0016
"turbo",3,9.26228951447078e-06,0.0012
"tyrrell",6,1.85245790289416e-05,0.0012
"unisphere",9,2.77868685434123e-05,0.0012
"unveiled",6,1.85245790289416e-05,0.0024
"usinternetworking",3,9.26228951447078e-06,0.0012
"venerated",3,9.26228951447078e-06,0.0012
"venrock",42,0.000129672053202591,0.0012
"visionary",7,2.16120088670985e-05,0.0016
"wang",3,9.26228951447078e-06,0.0012
"wellfleet",9,2.77868685434123e-05,0.0012
"willis",15,4.63114475723539e-05,0.0012
"wirespeed",6,1.85245790289416e-05,0.0012
"xg",12,3.70491580578831e-05,0.0012
"xpe",3,9.26228951447078e-06,0.0012
"xsl",3,9.26228951447078e-06,0.0012
" technology",3,9.26228951447078e-06,0.0012
"bilking",1,3.08742983815693e-06,4e-04
"businessmen",2,6.17485967631386e-06,8e-04
"canals",1,3.08742983815693e-06,4e-04
"outperforming",1,3.08742983815693e-06,4e-04
"overestimate",1,3.08742983815693e-06,4e-04
"railroads",2,6.17485967631386e-06,8e-04
"systematically",1,3.08742983815693e-06,4e-04
"ddos",1,3.08742983815693e-06,4e-04
"oilish",1,3.08742983815693e-06,4e-04
"stateful",1,3.08742983815693e-06,4e-04
"thereof",9,2.77868685434123e-05,0.0028
"netstructure",1,3.08742983815693e-06,4e-04
"fold",5,1.54371491907846e-05,0.0012
"sholtz",1,3.08742983815693e-06,4e-04
"adequately",1,3.08742983815693e-06,4e-04
"aix",3,9.26228951447078e-06,0.0012
"albania",1,3.08742983815693e-06,4e-04
"andrews",2,6.17485967631386e-06,4e-04
"anonymity",1,3.08742983815693e-06,4e-04
"authorize",1,3.08742983815693e-06,4e-04
"blueprint",3,9.26228951447078e-06,4e-04
"cadrelistetraites",1,3.08742983815693e-06,4e-04
"calea",2,6.17485967631386e-06,4e-04
"coe",3,9.26228951447078e-06,4e-04
"concealing",1,3.08742983815693e-06,4e-04
"contemplates",2,6.17485967631386e-06,4e-04
"conventions",3,9.26228951447078e-06,8e-04
"draft",6,1.85245790289416e-05,0.0012
"eavesdropping",1,3.08742983815693e-06,4e-04
"egeist",1,3.08742983815693e-06,4e-04
"epic",5,1.54371491907846e-05,8e-04
"featured",5,1.54371491907846e-05,0.002
"geist",3,9.26228951447078e-06,4e-04
"gus",1,3.08742983815693e-06,4e-04
"hosein",2,6.17485967631386e-06,4e-04
"intercept",3,9.26228951447078e-06,8e-04
"mccullagh",2,6.17485967631386e-06,4e-04
"ngo",1,3.08742983815693e-06,4e-04
"nonvoting",1,3.08742983815693e-06,4e-04
"opposes",1,3.08742983815693e-06,4e-04
"outlaw",1,3.08742983815693e-06,4e-04
"presuppose",1,3.08742983815693e-06,4e-04
"privacyinternational",1,3.08742983815693e-06,4e-04
"privcom",1,3.08742983815693e-06,4e-04
"prntfr",1,3.08742983815693e-06,4e-04
"radwanski",1,3.08742983815693e-06,4e-04
"ratified",1,3.08742983815693e-06,4e-04
"ratify",1,3.08742983815693e-06,4e-04
"reconfigure",6,1.85245790289416e-05,0.0024
"rewire",1,3.08742983815693e-06,4e-04
"searchsig",1,3.08742983815693e-06,4e-04
"sharply",3,9.26228951447078e-06,0.0012
"sweeping",2,6.17485967631386e-06,4e-04
"uottawa",1,3.08742983815693e-06,4e-04
"wireline",1,3.08742983815693e-06,4e-04
"wiretap",1,3.08742983815693e-06,4e-04
"acadians",1,3.08742983815693e-06,4e-04
"barbarians",3,9.26228951447078e-06,4e-04
"deduce",1,3.08742983815693e-06,4e-04
"intermixed",1,3.08742983815693e-06,4e-04
"magnan",1,3.08742983815693e-06,4e-04
"ottomans",2,6.17485967631386e-06,4e-04
"partioned",1,3.08742983815693e-06,4e-04
"plonk",2,6.17485967631386e-06,4e-04
"plonked",1,3.08742983815693e-06,4e-04
"populace",1,3.08742983815693e-06,4e-04
"resettled",1,3.08742983815693e-06,4e-04
"resettlement",1,3.08742983815693e-06,4e-04
"risings",2,6.17485967631386e-06,4e-04
"troublesome",5,1.54371491907846e-05,0.002
"uganda",1,3.08742983815693e-06,4e-04
"zionists",1,3.08742983815693e-06,4e-04
"annoyance",2,6.17485967631386e-06,8e-04
"freakin",2,6.17485967631386e-06,8e-04
"abolish",1,3.08742983815693e-06,4e-04
"assassins",1,3.08742983815693e-06,4e-04
"backwater",1,3.08742983815693e-06,4e-04
"balkan",1,3.08742983815693e-06,4e-04
"bergmann",1,3.08742983815693e-06,4e-04
"chauvinism",1,3.08742983815693e-06,4e-04
"cheerleader",1,3.08742983815693e-06,4e-04
"conformist",1,3.08742983815693e-06,4e-04
"cozy",1,3.08742983815693e-06,4e-04
"diminished",1,3.08742983815693e-06,4e-04
"dod",2,6.17485967631386e-06,8e-04
"drifting",1,3.08742983815693e-06,4e-04
"ethnically",1,3.08742983815693e-06,4e-04
"explication",1,3.08742983815693e-06,4e-04
"guise",1,3.08742983815693e-06,4e-04
"incessant",1,3.08742983815693e-06,4e-04
"irrelevancy",1,3.08742983815693e-06,4e-04
"jerk",2,6.17485967631386e-06,8e-04
"nastiness",1,3.08742983815693e-06,4e-04
"nominally",3,9.26228951447078e-06,4e-04
"oakland",1,3.08742983815693e-06,4e-04
"paranoia",3,9.26228951447078e-06,0.0012
"perceives",2,6.17485967631386e-06,4e-04
"quack",2,6.17485967631386e-06,8e-04
"rancher",1,3.08742983815693e-06,4e-04
"rejection",2,6.17485967631386e-06,8e-04
"ruthlessly",1,3.08742983815693e-06,4e-04
"screeching",1,3.08742983815693e-06,4e-04
"similarities",1,3.08742983815693e-06,4e-04
"socially",1,3.08742983815693e-06,4e-04
"specop",1,3.08742983815693e-06,4e-04
"specops",1,3.08742983815693e-06,4e-04
"stampede",1,3.08742983815693e-06,4e-04
"suppress",1,3.08742983815693e-06,4e-04
"traveled",6,1.85245790289416e-05,0.0012
"underestimating",1,3.08742983815693e-06,4e-04
"barrett",1,3.08742983815693e-06,4e-04
"ctia",1,3.08742983815693e-06,4e-04
"demo",2,6.17485967631386e-06,8e-04
"hobnobbing",1,3.08742983815693e-06,4e-04
"keynote",2,6.17485967631386e-06,8e-04
"licensors",1,3.08742983815693e-06,4e-04
"prescient",1,3.08742983815693e-06,4e-04
"pressroom",2,6.17485967631386e-06,8e-04
"rethinking",1,3.08742983815693e-06,4e-04
"smartphone",1,3.08742983815693e-06,4e-04
"spmkp",1,3.08742983815693e-06,4e-04
"transcript",1,3.08742983815693e-06,4e-04
"vegas",2,6.17485967631386e-06,4e-04
"venetian",2,6.17485967631386e-06,4e-04
"appealed",1,3.08742983815693e-06,4e-04
"applauding",1,3.08742983815693e-06,4e-04
"arthur",4,1.23497193526277e-05,0.0016
"beltway",1,3.08742983815693e-06,4e-04
"beneficiary",1,3.08742983815693e-06,4e-04
"booth",2,6.17485967631386e-06,8e-04
"bowling",12,3.70491580578831e-05,8e-04
"bowlingforcolumbine",1,3.08742983815693e-06,4e-04
"broadened",1,3.08742983815693e-06,4e-04
"brokerages",1,3.08742983815693e-06,4e-04
"buck",6,1.85245790289416e-05,0.0024
"bushies",1,3.08742983815693e-06,4e-04
"businessperson",1,3.08742983815693e-06,4e-04
"chad",2,6.17485967631386e-06,4e-04
"columbine",11,3.39617282197262e-05,4e-04
"crazed",1,3.08742983815693e-06,4e-04
"crooks",2,6.17485967631386e-06,4e-04
"defrauded",1,3.08742983815693e-06,4e-04
"deoressing",1,3.08742983815693e-06,4e-04
"depose",1,3.08742983815693e-06,4e-04
"dimpling",1,3.08742983815693e-06,4e-04
"econo",2,6.17485967631386e-06,8e-04
"embezzling",1,3.08742983815693e-06,4e-04
"encino",1,3.08742983815693e-06,4e-04
"ernst",1,3.08742983815693e-06,4e-04
"festival",2,6.17485967631386e-06,8e-04
"foib",1,3.08742983815693e-06,4e-04
"fortunes",1,3.08742983815693e-06,4e-04
"frontier",1,3.08742983815693e-06,4e-04
"funnier",1,3.08742983815693e-06,4e-04
"governmentally",1,3.08742983815693e-06,4e-04
"governmet",1,3.08742983815693e-06,4e-04
"gumming",1,3.08742983815693e-06,4e-04
"harness",4,1.23497193526277e-05,0.0016
"hooting",1,3.08742983815693e-06,4e-04
"inconvenience",2,6.17485967631386e-06,8e-04
"institutional",1,3.08742983815693e-06,4e-04
"intervening",1,3.08742983815693e-06,4e-04
"journey",3,9.26228951447078e-06,0.0012
"laemmle",2,6.17485967631386e-06,4e-04
"legions",2,6.17485967631386e-06,8e-04
"loews",1,3.08742983815693e-06,4e-04
"logic",9,2.77868685434123e-05,0.0036
"longing",1,3.08742983815693e-06,4e-04
"martha",1,3.08742983815693e-06,4e-04
"mattered",1,3.08742983815693e-06,4e-04
"maui",1,3.08742983815693e-06,4e-04
"meaningless",2,6.17485967631386e-06,8e-04
"meteoric",1,3.08742983815693e-06,4e-04
"michaelmoore",2,6.17485967631386e-06,4e-04
"modestly",1,3.08742983815693e-06,4e-04
"nethermost",1,3.08742983815693e-06,4e-04
"nra",1,3.08742983815693e-06,4e-04
"pantomime",1,3.08742983815693e-06,4e-04
"pasadena",1,3.08742983815693e-06,4e-04
"pensions",2,6.17485967631386e-06,8e-04
"phony",2,6.17485967631386e-06,8e-04
"pill",3,9.26228951447078e-06,8e-04
"politicos",1,3.08742983815693e-06,4e-04
"portrait",1,3.08742983815693e-06,4e-04
"practise",1,3.08742983815693e-06,4e-04
"premiere",3,9.26228951447078e-06,0.0012
"prohibiting",1,3.08742983815693e-06,4e-04
"regal",1,3.08742983815693e-06,4e-04
"regent",1,3.08742983815693e-06,4e-04
"rejuvenating",1,3.08742983815693e-06,4e-04
"render",7,2.16120088670985e-05,0.0028
"retrained",1,3.08742983815693e-06,4e-04
"retribution",2,6.17485967631386e-06,4e-04
"rialto",1,3.08742983815693e-06,4e-04
"robbed",2,6.17485967631386e-06,8e-04
"screenings",1,3.08742983815693e-06,4e-04
"screens",1,3.08742983815693e-06,4e-04
"shredder",1,3.08742983815693e-06,4e-04
"sniper",2,6.17485967631386e-06,8e-04
"strom",2,6.17485967631386e-06,4e-04
"sunset",3,9.26228951447078e-06,8e-04
"sunshine",2,6.17485967631386e-06,8e-04
"theatres",1,3.08742983815693e-06,4e-04
"thurman",1,3.08742983815693e-06,4e-04
"tiresome",1,3.08742983815693e-06,4e-04
"towncenter",1,3.08742983815693e-06,4e-04
"tri",1,3.08742983815693e-06,4e-04
"underperform",1,3.08742983815693e-06,4e-04
"universally",3,9.26228951447078e-06,0.0012
"unsubscribed",2,6.17485967631386e-06,8e-04
"unwitting",1,3.08742983815693e-06,4e-04
"ajwuwzfeyyyytpygcyjfpzuufwcfxcn",1,3.08742983815693e-06,4e-04
"brent",47,0.000145109202393376,0.0132
"enn",1,3.08742983815693e-06,4e-04
"iddbqeajrskbhriuiramd",1,3.08742983815693e-06,4e-04
"kefxnzkkmtjcwgsfxk",1,3.08742983815693e-06,4e-04
"fcrluseuedqaodycwodq",1,3.08742983815693e-06,4e-04
"iddbqeajtdkbhriuiralfjakcjrcakrdkmhoqhfkagdddfmrbwcdhvv",1,3.08742983815693e-06,4e-04
